company_id,company_name,SASB,publication_date,issue_main,severity,reach,novelty
1101,台泥,提煉與礦產加工,2020/1/9,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/1/31,S4 員工資訊統計,-1,1,2
1101,台泥,提煉與礦產加工,2020/3/2,G1 商業模式和創新,0,1,2
1101,台泥,提煉與礦產加工,2020/3/31,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2020/4/22,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/5/8,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/5/13,G2 管理領導,0,1,2
1101,台泥,提煉與礦產加工,2020/6/9,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2020/7/1,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/7/1,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/7/8,G2 管理領導,-3,1,2
1101,台泥,提煉與礦產加工,2020/7/9,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2020/7/10,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2020/7/13,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/7/17,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/7/31,E4 廢棄物及有毒物質管理,-3,1,2
1101,台泥,提煉與礦產加工,2020/8/21,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/9/1,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/9/2,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/9/21,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/10/7,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/10/31,E4 廢棄物及有毒物質管理,-3,1,2
1101,台泥,提煉與礦產加工,2020/11/6,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/11/11,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/11/12,S3 產品品質及安全,0,1,2
1101,台泥,提煉與礦產加工,2020/11/23,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2020/11/30,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2021/1/5,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2021/1/21,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2021/1/27,S5 員工健康及安全,-2,1,2
1101,台泥,提煉與礦產加工,2021/1/30,S5 員工健康及安全,0,1,2
1101,台泥,提煉與礦產加工,2021/4/30,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2021/5/17,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2021/7/5,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2021/7/5,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2021/7/28,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2021/7/31,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2021/8/12,S3 產品品質及安全,0,1,2
1101,台泥,提煉與礦產加工,2021/8/16,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2021/8/16,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2021/9/1,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2021/10/15,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2021/10/19,G1 商業模式和創新,0,1,2
1101,台泥,提煉與礦產加工,2022/2/18,G2 管理領導,0,1,2
1101,台泥,提煉與礦產加工,2022/3/7,S5 員工健康及安全,0,1,2
1101,台泥,提煉與礦產加工,2022/3/23,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2022/4/19,S5 員工健康及安全,-4,1,2
1101,台泥,提煉與礦產加工,2022/5/19,G2 管理領導,0,1,2
1101,台泥,提煉與礦產加工,2022/5/31,S4 員工資訊統計,-2,1,2
1101,台泥,提煉與礦產加工,2022/6/13,G2 管理領導,-4,1,2
1101,台泥,提煉與礦產加工,2022/7/31,S4 員工資訊統計,-1,1,2
1101,台泥,提煉與礦產加工,2022/8/1,E2 能源管理,0,1,2
1101,台泥,提煉與礦產加工,2022/8/12,G3 控制權與席次,0,1,2
1101,台泥,提煉與礦產加工,2022/8/12,G2 管理領導,-4,1,1
1101,台泥,提煉與礦產加工,2022/8/15,E4 廢棄物及有毒物質管理,0,1,2
1101,台泥,提煉與礦產加工,2022/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1101,台泥,提煉與礦產加工,2022/10/12,G2 管理領導,0,1,2
1101,台泥,提煉與礦產加工,2022/11/8,G1 商業模式和創新,0,1,2
1101,台泥,提煉與礦產加工,2022/12/20,G1 商業模式和創新,0,1,2
1102,亞泥,提煉與礦產加工,2018/2/6,S5 員工健康及安全,0,1,2
1102,亞泥,提煉與礦產加工,2018/3/31,E4 廢棄物及有毒物質管理,-2,1,2
1102,亞泥,提煉與礦產加工,2018/4/30,S4 員工資訊統計,-2,1,2
1102,亞泥,提煉與礦產加工,2018/5/31,S4 員工資訊統計,-3,1,2
1102,亞泥,提煉與礦產加工,2018/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1102,亞泥,提煉與礦產加工,2018/6/30,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2018/8/31,S4 員工資訊統計,-2,1,2
1102,亞泥,提煉與礦產加工,2018/9/30,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2018/11/30,E4 廢棄物及有毒物質管理,-2,1,2
1102,亞泥,提煉與礦產加工,2019/1/31,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2019/2/28,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2019/4/24,G2 管理領導,-4,1,2
1102,亞泥,提煉與礦產加工,2019/6/24,E4 廢棄物及有毒物質管理,-2,1,2
1102,亞泥,提煉與礦產加工,2019/7/11,S3 產品品質及安全,-1,1,2
1102,亞泥,提煉與礦產加工,2019/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1102,亞泥,提煉與礦產加工,2019/9/2,E4 廢棄物及有毒物質管理,-1,1,2
1102,亞泥,提煉與礦產加工,2019/12/31,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2020/1/29,S5 員工健康及安全,-2,1,2
1102,亞泥,提煉與礦產加工,2020/3/2,G1 商業模式和創新,0,1,2
1102,亞泥,提煉與礦產加工,2020/3/31,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2020/4/30,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2020/5/5,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2020/5/13,G2 管理領導,0,1,2
1102,亞泥,提煉與礦產加工,2020/5/14,G3 控制權與席次,-1,1,2
1102,亞泥,提煉與礦產加工,2020/6/22,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2020/6/23,G3 控制權與席次,0,1,2
1102,亞泥,提煉與礦產加工,2020/6/23,G3 控制權與席次,0,1,2
1102,亞泥,提煉與礦產加工,2020/8/25,G2 管理領導,0,1,2
1102,亞泥,提煉與礦產加工,2020/9/9,E4 廢棄物及有毒物質管理,-2,1,2
1102,亞泥,提煉與礦產加工,2021/3/31,E4 廢棄物及有毒物質管理,-1,1,2
1102,亞泥,提煉與礦產加工,2021/5/31,S4 員工資訊統計,-1,1,2
1102,亞泥,提煉與礦產加工,2021/7/28,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2021/7/31,E4 廢棄物及有毒物質管理,-1,1,2
1102,亞泥,提煉與礦產加工,2021/9/17,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2021/11/22,G2 管理領導,-4,1,2
1102,亞泥,提煉與礦產加工,2021/11/24,G2 管理領導,-4,1,2
1102,亞泥,提煉與礦產加工,2022/1/14,G2 管理領導,-4,1,1
1102,亞泥,提煉與礦產加工,2022/2/8,E4 廢棄物及有毒物質管理,-2,1,2
1102,亞泥,提煉與礦產加工,2022/2/10,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2022/2/11,E4 廢棄物及有毒物質管理,0,1,2
1102,亞泥,提煉與礦產加工,2022/2/18,G2 管理領導,0,1,2
1102,亞泥,提煉與礦產加工,2022/5/19,G2 管理領導,0,1,2
1102,亞泥,提煉與礦產加工,2022/6/13,G2 管理領導,-4,1,2
1102,亞泥,提煉與礦產加工,2022/6/24,G2 管理領導,0,1,2
1102,亞泥,提煉與礦產加工,2022/8/15,S5 員工健康及安全,0,1,2
1102,亞泥,提煉與礦產加工,2022/8/26,S5 員工健康及安全,0,1,2
1102,亞泥,提煉與礦產加工,2022/9/1,S5 員工健康及安全,0,1,2
1102,亞泥,提煉與礦產加工,2022/9/13,S3 產品品質及安全,0,1,2
1102,亞泥,提煉與礦產加工,2022/10/12,G2 管理領導,0,1,2
1103,嘉泥,提煉與礦產加工,2019/6/21,G3 控制權與席次,0,1,2
1103,嘉泥,提煉與礦產加工,2019/6/21,G3 控制權與席次,0,1,2
1103,嘉泥,提煉與礦產加工,2019/8/17,G1 商業模式和創新,0,1,2
1103,嘉泥,提煉與礦產加工,2020/1/13,G3 控制權與席次,-1,1,2
1103,嘉泥,提煉與礦產加工,2020/3/25,G1 商業模式和創新,0,1,2
1103,嘉泥,提煉與礦產加工,2020/3/25,G1 商業模式和創新,0,1,2
1103,嘉泥,提煉與礦產加工,2020/4/28,G3 控制權與席次,0,1,2
1103,嘉泥,提煉與礦產加工,2022/6/14,G3 控制權與席次,0,1,2
1103,嘉泥,提煉與礦產加工,2022/6/14,G3 控制權與席次,0,1,2
1104,環泥,提煉與礦產加工,2018/3/31,S4 員工資訊統計,-1,1,2
1104,環泥,提煉與礦產加工,2018/7/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2018/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2018/10/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2019/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2019/2/28,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2019/2/28,S4 員工資訊統計,-2,1,2
1104,環泥,提煉與礦產加工,2019/4/24,G2 管理領導,-3,1,2
1104,環泥,提煉與礦產加工,2019/4/25,G2 管理領導,-1,1,2
1104,環泥,提煉與礦產加工,2019/7/31,E4 廢棄物及有毒物質管理,-2,1,2
1104,環泥,提煉與礦產加工,2019/8/31,E4 廢棄物及有毒物質管理,-2,1,2
1104,環泥,提煉與礦產加工,2019/9/30,E4 廢棄物及有毒物質管理,-2,1,2
1104,環泥,提煉與礦產加工,2019/10/1,G3 控制權與席次,0,1,2
1104,環泥,提煉與礦產加工,2019/11/30,E4 廢棄物及有毒物質管理,-3,1,2
1104,環泥,提煉與礦產加工,2019/11/30,S4 員工資訊統計,-1,1,2
1104,環泥,提煉與礦產加工,2019/12/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2020/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2020/3/31,E4 廢棄物及有毒物質管理,-2,1,2
1104,環泥,提煉與礦產加工,2020/6/15,G3 控制權與席次,0,1,2
1104,環泥,提煉與礦產加工,2020/6/15,G3 控制權與席次,0,1,2
1104,環泥,提煉與礦產加工,2020/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2020/7/1,G3 控制權與席次,-2,1,2
1104,環泥,提煉與礦產加工,2020/7/9,G3 控制權與席次,-2,1,2
1104,環泥,提煉與礦產加工,2020/7/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2020/7/31,S4 員工資訊統計,-2,1,2
1104,環泥,提煉與礦產加工,2020/8/11,G3 控制權與席次,-2,1,2
1104,環泥,提煉與礦產加工,2020/9/30,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2021/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2021/1/31,S4 員工資訊統計,-1,1,2
1104,環泥,提煉與礦產加工,2021/2/28,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2021/5/11,G3 控制權與席次,-2,1,2
1104,環泥,提煉與礦產加工,2021/7/28,E4 廢棄物及有毒物質管理,0,1,2
1104,環泥,提煉與礦產加工,2021/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2021/9/23,G3 控制權與席次,-2,1,2
1104,環泥,提煉與礦產加工,2021/12/31,E4 廢棄物及有毒物質管理,-2,1,2
1104,環泥,提煉與礦產加工,2022/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2022/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2022/7/31,E4 廢棄物及有毒物質管理,-1,1,2
1104,環泥,提煉與礦產加工,2022/9/30,S4 員工資訊統計,-1,1,2
1107,建台,公共建設,2019/9/30,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2018/1/19,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2018/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2018/2/28,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2018/5/14,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2018/5/14,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2018/5/31,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2018/6/30,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2018/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2018/9/30,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2018/11/1,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2018/11/19,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2018/11/30,E4 廢棄物及有毒物質管理,-3,1,2
1108,幸福,提煉與礦產加工,2018/12/31,S4 員工資訊統計,-1,1,2
1108,幸福,提煉與礦產加工,2019/3/18,S5 員工健康及安全,-1,1,2
1108,幸福,提煉與礦產加工,2019/4/29,S5 員工健康及安全,-2,1,2
1108,幸福,提煉與礦產加工,2019/6/12,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2019/6/12,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2019/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2019/7/31,S4 員工資訊統計,-3,1,2
1108,幸福,提煉與礦產加工,2019/8/1,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2019/10/23,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2019/12/31,S4 員工資訊統計,-1,1,2
1108,幸福,提煉與礦產加工,2020/4/15,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2020/4/16,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2020/6/1,S5 員工健康及安全,-4,1,2
1108,幸福,提煉與礦產加工,2020/6/30,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2020/6/30,S4 員工資訊統計,-1,1,2
1108,幸福,提煉與礦產加工,2020/9/11,S5 員工健康及安全,-4,1,2
1108,幸福,提煉與礦產加工,2021/3/31,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2021/5/31,S4 員工資訊統計,-1,1,2
1108,幸福,提煉與礦產加工,2021/7/27,G1 商業模式和創新,0,1,2
1108,幸福,提煉與礦產加工,2021/10/31,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2021/11/30,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2021/11/30,S4 員工資訊統計,-2,1,2
1108,幸福,提煉與礦產加工,2021/12/31,E4 廢棄物及有毒物質管理,-1,1,2
1108,幸福,提煉與礦產加工,2022/1/31,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2022/1/31,S4 員工資訊統計,-1,1,2
1108,幸福,提煉與礦產加工,2022/2/28,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2022/6/30,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2022/6/30,G3 控制權與席次,0,1,2
1108,幸福,提煉與礦產加工,2022/7/31,E4 廢棄物及有毒物質管理,-2,1,2
1108,幸福,提煉與礦產加工,2022/8/19,G2 管理領導,-1,1,2
1108,幸福,提煉與礦產加工,2022/8/24,G5 公司治理資訊透明度,-1,1,2
1108,幸福,提煉與礦產加工,2022/9/30,E4 廢棄物及有毒物質管理,-1,1,2
1109,信大,提煉與礦產加工,2018/3/22,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2018/6/21,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2018/6/21,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2018/6/30,S4 員工資訊統計,-1,1,2
1109,信大,提煉與礦產加工,2018/9/6,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2019/3/31,E4 廢棄物及有毒物質管理,-3,1,2
1109,信大,提煉與礦產加工,2019/5/2,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2019/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1109,信大,提煉與礦產加工,2019/8/31,S4 員工資訊統計,-1,1,2
1109,信大,提煉與礦產加工,2019/9/11,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2019/9/30,E4 廢棄物及有毒物質管理,-2,1,2
1109,信大,提煉與礦產加工,2020/2/4,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2020/5/31,E4 廢棄物及有毒物質管理,-1,1,2
1109,信大,提煉與礦產加工,2020/7/31,S4 員工資訊統計,-1,1,2
1109,信大,提煉與礦產加工,2020/8/31,S4 員工資訊統計,-2,1,2
1109,信大,提煉與礦產加工,2020/10/22,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2020/10/28,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2020/12/31,E4 廢棄物及有毒物質管理,-2,1,2
1109,信大,提煉與礦產加工,2021/7/9,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2021/7/9,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2021/9/24,S3 產品品質及安全,0,1,2
1109,信大,提煉與礦產加工,2021/11/12,G3 控制權與席次,-2,1,2
1109,信大,提煉與礦產加工,2022/3/29,E4 廢棄物及有毒物質管理,-2,1,2
1109,信大,提煉與礦產加工,2022/3/31,S4 員工資訊統計,-1,1,2
1109,信大,提煉與礦產加工,2022/5/3,G3 控制權與席次,0,1,2
1109,信大,提煉與礦產加工,2022/8/25,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2018/5/31,E4 廢棄物及有毒物質管理,-1,1,2
1110,東泥,提煉與礦產加工,2018/6/30,E4 廢棄物及有毒物質管理,-2,1,2
1110,東泥,提煉與礦產加工,2018/7/3,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2018/10/31,E4 廢棄物及有毒物質管理,-1,1,2
1110,東泥,提煉與礦產加工,2020/3/27,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2020/3/27,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2020/6/20,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2020/6/20,G3 控制權與席次,0,1,2
1110,東泥,提煉與礦產加工,2021/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1110,東泥,提煉與礦產加工,2021/11/30,S5 員工健康及安全,-4,1,2
1110,東泥,提煉與礦產加工,2021/11/30,S5 員工健康及安全,-4,1,1
1110,東泥,提煉與礦產加工,2022/3/31,E4 廢棄物及有毒物質管理,-2,1,2
1110,東泥,提煉與礦產加工,2022/4/1,S5 員工健康及安全,-5,1,2
1110,東泥,提煉與礦產加工,2022/4/2,S5 員工健康及安全,-2,1,1
1110,東泥,提煉與礦產加工,2022/4/3,S5 員工健康及安全,-2,1,1
1110,東泥,提煉與礦產加工,2022/4/7,S5 員工健康及安全,-3,1,1
1110,東泥,提煉與礦產加工,2022/4/27,S5 員工健康及安全,-2,1,1
1110,東泥,提煉與礦產加工,2022/5/31,E4 廢棄物及有毒物質管理,-1,1,2
1110,東泥,提煉與礦產加工,2022/6/21,S5 員工健康及安全,-2,1,1
1110,東泥,提煉與礦產加工,2022/6/23,S5 員工健康及安全,-2,1,1
1111,欣欣水泥,提煉與礦產加工,2019/6/17,G3 控制權與席次,0,1,2
1111,欣欣水泥,提煉與礦產加工,2020/3/23,G3 控制權與席次,-1,1,2
1111,欣欣水泥,提煉與礦產加工,2020/5/13,S3 產品品質及安全,0,1,2
1111,欣欣水泥,提煉與礦產加工,2022/6/16,G3 控制權與席次,0,1,2
1111,欣欣水泥,提煉與礦產加工,2022/6/16,G3 控制權與席次,0,1,2
1115,和桐水泥,提煉與礦產加工,2018/8/3,G3 控制權與席次,-1,1,2
1115,和桐水泥,提煉與礦產加工,2018/12/6,G4 公平對待利害關係人,-2,1,2
1115,和桐水泥,提煉與礦產加工,2019/2/28,E4 廢棄物及有毒物質管理,-1,1,2
1115,和桐水泥,提煉與礦產加工,2020/3/31,E4 廢棄物及有毒物質管理,-1,1,2
1115,和桐水泥,提煉與礦產加工,2021/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1115,和桐水泥,提煉與礦產加工,2022/7/31,E4 廢棄物及有毒物質管理,-2,1,2
1201,味全,食品與飲料,2018/1/31,E4 廢棄物及有毒物質管理,-1,1,2
1201,味全,食品與飲料,2018/3/31,E4 廢棄物及有毒物質管理,-1,1,2
1201,味全,食品與飲料,2018/4/10,S3 產品品質及安全,-1,1,2
1201,味全,食品與飲料,2018/6/27,G3 控制權與席次,0,1,2
1201,味全,食品與飲料,2018/7/25,S3 產品品質及安全,0,1,2
1201,味全,食品與飲料,2018/8/31,S4 員工資訊統計,-1,1,2
1201,味全,食品與飲料,2018/9/6,S3 產品品質及安全,-1,1,1
1201,味全,食品與飲料,2018/9/30,E4 廢棄物及有毒物質管理,-1,1,2
1201,味全,食品與飲料,2018/10/5,S3 產品品質及安全,-3,1,2
1201,味全,食品與飲料,2018/10/31,S4 員工資訊統計,-1,1,2
1201,味全,食品與飲料,2019/1/10,S3 產品品質及安全,-3,1,1
1201,味全,食品與飲料,2019/2/28,E4 廢棄物及有毒物質管理,-2,1,2
1201,味全,食品與飲料,2019/4/10,S3 產品品質及安全,-1,1,1
1201,味全,食品與飲料,2019/5/10,G1 商業模式和創新,0,1,1
1201,味全,食品與飲料,2019/6/27,G3 控制權與席次,0,1,2
1201,味全,食品與飲料,2019/6/27,G3 控制權與席次,0,1,2
1201,味全,食品與飲料,2019/6/28,G3 控制權與席次,0,1,2
1201,味全,食品與飲料,2019/7/5,S3 產品品質及安全,-3,1,1
1201,味全,食品與飲料,2019/7/30,G2 管理領導,-4,1,2
1201,味全,食品與飲料,2019/8/13,S3 產品品質及安全,0,1,1
1201,味全,食品與飲料,2019/10/7,S3 產品品質及安全,0,1,1
1201,味全,食品與飲料,2019/10/31,S4 員工資訊統計,-1,1,2
1201,味全,食品與飲料,2019/11/6,G3 控制權與席次,-5,1,2
1201,味全,食品與飲料,2019/11/13,S3 產品品質及安全,0,1,1
1201,味全,食品與飲料,2019/11/27,S3 產品品質及安全,0,1,1
1201,味全,食品與飲料,2019/11/30,S4 員工資訊統計,-1,1,2
1201,味全,食品與飲料,2020/1/10,S3 產品品質及安全,-3,1,1
1201,味全,食品與飲料,2020/4/30,E4 廢棄物及有毒物質管理,-1,1,2
1201,味全,食品與飲料,2020/6/9,G3 控制權與席次,0,1,2
1201,味全,食品與飲料,2020/6/22,S3 產品品質及安全,0,1,1
1201,味全,食品與飲料,2020/7/10,S3 產品品質及安全,-3,1,1
1201,味全,食品與飲料,2020/8/31,E4 廢棄物及有毒物質管理,-1,1,2
1201,味全,食品與飲料,2020/12/9,S5 員工健康及安全,-2,1,2
1201,味全,食品與飲料,2021/1/31,S4 員工資訊統計,-2,1,2
1201,味全,食品與飲料,2021/3/31,E4 廢棄物及有毒物質管理,-2,1,2
1201,味全,食品與飲料,2021/4/12,S3 產品品質及安全,-3,1,1
